Source.Name,Column1,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,contain_love,contain_god,contain_jesus,contain_heart,contain_king
lauren daigle.xlsx,4,Look Up Child,5,6Up545NUflOiXo8cEraH49,You Say,spotify:track:6Up545NUflOiXo8cEraH49,0.682,0.486,0.632,0,0.0869,-6.89,0.0344,147.892,0.0791,79,0,0,0,0,0
Cory Asbury.xlsx,0,Reckless Love,1,0rH0mprtecH3grD9HFM5AD,Reckless Love,spotify:track:0rH0mprtecH3grD9HFM5AD,0.0291,0.572,0.685,0,0.0963,-7.29,0.0356,110.698,0.232,73,1,0,0,0,0
Leeland.xlsx,2,Better Word (Live),3,40ozK0lCJ0EQzVGWsCNUhk,Way Maker - Live,spotify:track:40ozK0lCJ0EQzVGWsCNUhk,0.0289,0.432,0.524,0,0.682,-8.721,0.0321,135.956,0.183,73,0,0,0,0,0
Elevation Worship.xlsx,73,Here As In Heaven,4,1lEk3U3MzbDeL5MNHkE9JU,O Come to the Altar (Live),spotify:track:1lEk3U3MzbDeL5MNHkE9JU,0.00274,0.256,0.564,0,0.743,-6.496,0.0366,139.914,0.152,71,0,0,0,0,0
lauren daigle.xlsx,1,Look Up Child,2,7r9kOxiNDnkAg5QKqtyjVk,Rescue,spotify:track:7r9kOxiNDnkAg5QKqtyjVk,0.78,0.309,0.237,0,0.11,-8.17,0.0283,94.616,0.109,71,0,0,0,0,0
Hillsong UNITED.xlsx,202,Zion,4,5SDcksP8En1l6RtTY1wzHc,Oceans (Where Feet May Fail),spotify:track:5SDcksP8En1l6RtTY1wzHc,0.501,0.264,0.363,0.00406,0.11,-10.196,0.0338,124.328,0.0613,71,0,0,0,0,0
Elevation Worship.xlsx,55,There Is a Cloud,3,3iOpiHDobxZO7S4p9Y2Fgu,Do It Again,spotify:track:3iOpiHDobxZO7S4p9Y2Fgu,0.0119,0.347,0.508,0,0.595,-7.555,0.0297,171.827,0.159,69,0,0,0,0,0
Bethel Music.xlsx,45,Victory,1,0YxrPdW9NpNFtqh7Fw0rva,Raise a Hallelujah (Live),spotify:track:0YxrPdW9NpNFtqh7Fw0rva,0.0041,0.452,0.866,0,0.134,-4.431,0.04,81.972,0.291,69,0,0,0,0,0
Vertical Worship.xlsx,25,Bright Faith Bold Future,2,1sF4VadVaVTvp9WTEy79JT,Yes I Will,spotify:track:1sF4VadVaVTvp9WTEy79JT,0.0561,0.43,0.708,0,0.704,-7.14,0.0336,75.024,0.243,69,0,0,0,0,0
Tori Kelly.xlsx,108,Foreword,2,2wWboDFZJPWXVNlHUbdSVQ,Dear No One,spotify:track:2wWboDFZJPWXVNlHUbdSVQ,0.126,0.627,0.592,0,0.111,-5.977,0.314,167.882,0.462,68,0,0,0,0,0
Housefires.xlsx,27,Housefires III,8,3BDpn2Vivr1BFhlGsYs5tp,Build My Life,spotify:track:3BDpn2Vivr1BFhlGsYs5tp,0.371,0.303,0.478,0,0.131,-7.851,0.0352,139.795,0.117,68,0,0,0,0,0
Hillsong UNITED.xlsx,53,Wonder,4,1ed3wNCecRIp6SugyR0w2J,So Will I (100 Billion X),spotify:track:1ed3wNCecRIp6SugyR0w2J,0.0462,0.432,0.416,0.00000201,0.144,-10.376,0.0296,127.963,0.177,68,0,0,0,0,0
Chris Tomlin.xlsx,122,The Ultimate Playlist,1,1mWdyqs6Zvg8b1lKjDc8yB,Good Good Father,spotify:track:1mWdyqs6Zvg8b1lKjDc8yB,0.315,0.429,0.587,0,0.108,-4.588,0.0275,145.003,0.164,68,0,0,0,0,0
Mosaic MSC.xlsx,5,Glory & Wonder,6,35GACeX8Zl55jp29xFbvvo,Tremble - Live,spotify:track:35GACeX8Zl55jp29xFbvvo,0.221,0.329,0.682,0,0.19,-6.374,0.0526,148.029,0.162,68,0,0,0,0,0
Tori Kelly.xlsx,85,Unbreakable Smile,7,3vOmmLuvEUgGaVuRsCs2QF,I Was Made For Loving You,spotify:track:3vOmmLuvEUgGaVuRsCs2QF,0.355,0.374,0.344,0,0.0966,-11.94,0.0304,106.415,0.216,67,0,0,0,0,0
Casting Crowns.xlsx,25,Only Jesus,2,0W7KIc2GSB9suYQAaMZ9rF,Nobody (feat. Matthew West),spotify:track:0W7KIc2GSB9suYQAaMZ9rF,0.458,0.561,0.717,0,0.138,-5.719,0.0381,79.993,0.454,67,0,0,0,0,0
lauren daigle.xlsx,7,Look Up Child,8,3UUPQ4sAtAVnkcaSr06NBi,Look Up Child,spotify:track:3UUPQ4sAtAVnkcaSr06NBi,0.403,0.73,0.58,0,0.15,-5.813,0.0431,90.993,0.653,67,0,0,0,0,0
Bethel Music.xlsx,86,Starlight (Live),6,0qf2iUDfPDtrLeJFmOvVn6,King of My Heart (Live),spotify:track:0qf2iUDfPDtrLeJFmOvVn6,0.0113,0.438,0.529,0,0.109,-9.224,0.0324,136.147,0.395,67,0,0,0,1,1
tauren wells.xlsx,18,Hills and Valleys (Deluxe Edition),6,1hrF6s6kfXuPv14OrD9v6X,Known,spotify:track:1hrF6s6kfXuPv14OrD9v6X,0.786,0.576,0.303,0,0.0993,-10.359,0.0489,77.872,0.753,66,0,0,0,0,0
Elevation Worship.xlsx,23,Hallelujah Here Below,4,1wuqCUWHniGdEmOKZbQ1cg,Here Again,spotify:track:1wuqCUWHniGdEmOKZbQ1cg,0.0128,0.124,0.437,0,0.12,-8.21,0.0409,80.889,0.103,66,0,0,0,0,0
lauren daigle.xlsx,38,How Can It Be,3,4908mwb34dqgcaxHeFjitw,Trust In You,spotify:track:4908mwb34dqgcaxHeFjitw,0.0178,0.437,0.647,0,0.106,-5.371,0.0371,176.032,0.218,66,0,0,0,0,0
Bethel Music.xlsx,46,Victory,2,1gj9poFl2mLKkguqWo5Y1i,Goodness of God (Live),spotify:track:1gj9poFl2mLKkguqWo5Y1i,0.155,0.466,0.67,0,0.145,-4.701,0.0297,126.142,0.395,66,0,1,0,0,0
Bethel Music.xlsx,133,We Will Not Be Shaken (Live),4,584GnCDcDhRV6R8iZ7gzxC,No Longer Slaves (Spontaneous) [Live],spotify:track:584GnCDcDhRV6R8iZ7gzxC,0.177,0.412,0.61,0.000102,0.0851,-7.988,0.0379,148.005,0.242,66,0,0,0,0,0
Bethel Music.xlsx,142,You Make Me Brave (Live),2,5t0izTLPeWYLiIfHPJbORJ,It Is Well (Live),spotify:track:5t0izTLPeWYLiIfHPJbORJ,0.699,0.282,0.251,0.0000147,0.11,-10.648,0.0315,129.826,0.11,66,0,0,0,0,0
Tori Kelly.xlsx,110,Foreword,4,4X8jImpljCdt2eDge8OzoQ,Paper Hearts,spotify:track:4X8jImpljCdt2eDge8OzoQ,0.882,0.416,0.233,0,0.0934,-10.988,0.0347,68.853,0.242,65,0,0,0,1,0
The Belonging Co.xlsx,20,All The Earth (Live),4,3QgqMVZdqHdY8e7r7IUBww,Peace Be Still - Live,spotify:track:3QgqMVZdqHdY8e7r7IUBww,0.00227,0.424,0.583,0,0.115,-6.864,0.0285,144.977,0.0711,65,0,0,0,0,0
Passion.xlsx,43,Worthy Of Your Name (Live),1,3QhL4eWBVv64IycG3i9XTb,Glorious Day - Live,spotify:track:3QhL4eWBVv64IycG3i9XTb,0.00289,0.49,0.805,0.00000319,0.141,-4.578,0.0424,109.951,0.166,65,0,0,0,0,0
Chris Tomlin.xlsx,197,How Great Is Our God: The Essential Collection,15,0jOSpB2zK2O0SNxj8ZT5lp,How Great Is Our God,spotify:track:0jOSpB2zK2O0SNxj8ZT5lp,0.107,0.318,0.573,0,0.0854,-5.653,0.0324,156.054,0.0765,65,0,1,0,0,0
Chris Tomlin.xlsx,269,And If Our God Is For Us...,1,40lKptao1hxVqA7fd1OOGp,Our God,spotify:track:40lKptao1hxVqA7fd1OOGp,0.00998,0.509,0.778,0,0.19,-3.608,0.0295,105.066,0.216,65,0,1,0,0,0
Hillsong Worship.xlsx,147,There Is More,1,50lW1fKoDtyKaiR2bR7ksl,Who You Say I Am,spotify:track:50lW1fKoDtyKaiR2bR7ksl,0.000292,0.271,0.669,0,0.61,-6.046,0.0362,171.911,0.21,64,0,0,0,0,0
tauren wells.xlsx,27,Hills and Valleys (Deluxe Edition),15,398Dfg7EisARPcvixgrtuI,Hills and Valleys (The Valleys Version),spotify:track:398Dfg7EisARPcvixgrtuI,0.772,0.486,0.302,0,0.073,-10.72,0.0332,79.258,0.45,64,0,0,0,0,0
Elevation Worship.xlsx,74,Here As In Heaven,5,1GtmiINnAu5K2VEqyh1Xdc,Resurrecting (Live),spotify:track:1GtmiINnAu5K2VEqyh1Xdc,0.00858,0.403,0.557,0,0.72,-6.018,0.0314,73.998,0.203,64,0,0,0,0,0
Hillsong UNITED.xlsx,22,People (Live),4,3XkNkpfHFB0hoS13DdzJup,Whole Heart (Hold Me Now) - Live,spotify:track:3XkNkpfHFB0hoS13DdzJup,0.0142,0.329,0.588,0,0.107,-8.621,0.0322,161.961,0.112,64,0,0,0,1,0
Hillsong UNITED.xlsx,28,People (Live),10,5PmHmU5AaBy9ld3bdQkD96,Another In The Fire - Live,spotify:track:5PmHmU5AaBy9ld3bdQkD96,0.000614,0.451,0.688,0,0.141,-7.843,0.0358,135.066,0.0827,64,0,0,0,0,0
Red Rocks Worship.xlsx,10,spark. (Live),2,2jU1OyF5MLOZzJp2FJVw83,Breakthrough - Live,spotify:track:2jU1OyF5MLOZzJp2FJVw83,0.00833,0.466,0.612,0,0.963,-7.731,0.0299,94.974,0.0986,64,0,0,0,0,0
Phil Wickam.xlsx,212,The Ascension,4,5C64H6dEsQ15bS9gp0D3Xr,This Is Amazing Grace,spotify:track:5C64H6dEsQ15bS9gp0D3Xr,0.0042,0.512,0.814,0,0.0991,-5.467,0.0327,97.997,0.273,64,0,0,0,0,0
Hillsong Worship.xlsx,192,Let There Be Light (Deluxe),5,1yYUIjT3bZ9RB9vejqYy9f,What A Beautiful Name - Live,spotify:track:1yYUIjT3bZ9RB9vejqYy9f,0.0101,0.396,0.521,0,0.884,-7.093,0.0312,135.742,0.126,63,0,0,0,0,0
MercyMe.xlsx,46,Lifer,5,787cootcZRw5Xr47Of97AN,Even If,spotify:track:787cootcZRw5Xr47Of97AN,0.379,0.335,0.582,0.0000267,0.0954,-5.09,0.0375,110.522,0.151,63,0,0,0,0,0
Newsboys.xlsx,170,God's Not Dead,2,0eI19vR5WZ12fuYcEFUVkw,God's Not Dead (Like A Lion),spotify:track:0eI19vR5WZ12fuYcEFUVkw,0.000479,0.516,0.905,0,0.198,-5.613,0.0399,129.999,0.612,63,0,1,0,0,0
Elevation Worship.xlsx,70,Here As In Heaven,1,0fPwregqch9wLJj4yQH6Bk,Here as in Heaven,spotify:track:0fPwregqch9wLJj4yQH6Bk,0.0315,0.315,0.452,0,0.686,-8.387,0.0326,138.909,0.112,63,0,0,0,0,0
All Sons & Daughters.xlsx,56,Live,4,4PYOh644yKjYyvyVUHqcof,Great Are You Lord - Live,spotify:track:4PYOh644yKjYyvyVUHqcof,0.0874,0.39,0.457,0.0000089,0.123,-7.915,0.0327,143.977,0.145,63,0,0,0,0,0
Kari jobe.xlsx,85,Majestic (Live),6,1z5xgcRgxxGEKrXUCEFpA9,Forever - Live,spotify:track:1z5xgcRgxxGEKrXUCEFpA9,0.0212,0.268,0.697,0.00000458,0.38,-5.886,0.0422,144.01,0.112,63,0,0,0,0,0
Phil Wickam.xlsx,63,Living Hope,2,6nVm313QmsPlNllntTart1,Living Hope,spotify:track:6nVm313QmsPlNllntTart1,0.0304,0.211,0.558,0,0.0978,-6.232,0.041,143.452,0.317,63,0,0,0,0,0
Hillsong Worship.xlsx,5,Awake,6,5E2v6b4Mo4jxuPrcK4YEIF,King Of Kings,spotify:track:5E2v6b4Mo4jxuPrcK4YEIF,0.122,0.489,0.477,0,0.1,-7.343,0.0299,136.045,0.177,62,0,0,0,0,1
Hillsong Worship.xlsx,130,There Is More (Live),1,2lUgap86Pux7qAgvWzuJWs,Who You Say I Am - Live,spotify:track:2lUgap86Pux7qAgvWzuJWs,0.000278,0.269,0.666,0,0.609,-6.048,0.0362,171.722,0.226,62,0,0,0,0,0
Hillsong Worship.xlsx,209,let there be light.,5,4EiKZxDgW0sbT8BZ9Gl6dC,What A Beautiful Name,spotify:track:4EiKZxDgW0sbT8BZ9Gl6dC,0.0128,0.396,0.5,0,0.535,-7.746,0.032,135.857,0.099,62,0,0,0,0,0
Hillsong Worship.xlsx,282,No Other Name (Deluxe Edition/Live),3,2BuhGnXpqMQ8BvOUZpmaVl,Broken Vessels (Amazing Grace) - Live,spotify:track:2BuhGnXpqMQ8BvOUZpmaVl,0.293,0.381,0.505,0.00000427,0.72,-6.478,0.0278,140.995,0.0869,62,0,0,0,0,0
Elevation Worship.xlsx,47,Lo Harás Otra Vez,3,3vcfHBHNmN5LG8otn8j4Kg,Lo Harás Otra Vez (Do It Again),spotify:track:3vcfHBHNmN5LG8otn8j4Kg,0.00199,0.493,0.481,0.00000435,0.106,-8.719,0.0268,85.997,0.0885,62,0,0,0,0,0
lauren daigle.xlsx,0,Look Up Child,1,2tXZxXmknsaVTNTaCvnlx8,Still Rolling Stones,spotify:track:2tXZxXmknsaVTNTaCvnlx8,0.175,0.624,0.57,0,0.237,-6.107,0.0316,98.986,0.213,62,0,0,0,0,0
lauren daigle.xlsx,6,Look Up Child,7,3DBu7OhZ58syQ7PotgqXV2,Love Like This,spotify:track:3DBu7OhZ58syQ7PotgqXV2,0.505,0.491,0.384,0.0000513,0.112,-7.66,0.0258,98.086,0.111,62,1,0,0,0,0
Hillsong UNITED.xlsx,29,People (Live),11,7nzmXUrZwSOJPNmV0mOmEn,Good Grace - Live,spotify:track:7nzmXUrZwSOJPNmV0mOmEn,0.00438,0.425,0.695,0,0.691,-7.93,0.0477,142.11,0.243,62,0,0,0,0,0
Passion.xlsx,148,Passion: Let The Future Begin,14,6aRwLqDf1bN3lI2gMd6wXp,In Christ Alone - Live,spotify:track:6aRwLqDf1bN3lI2gMd6wXp,0.0182,0.378,0.596,0.0000114,0.144,-5.406,0.0323,135.968,0.172,62,0,0,0,0,0
Jeremy Camp.xlsx,52,The Story's Not Over,3,1z5YtEopKg5pyjCM3BEsr5,Dead Man Walking,spotify:track:1z5YtEopKg5pyjCM3BEsr5,0.0337,0.518,0.799,0,0.12,-4.675,0.0455,179.784,0.358,62,0,0,0,0,1
Cory Asbury.xlsx,9,Reckless Love,10,0mqDhUDKwpnDvIFoQYR524,Endless Alleluia,spotify:track:0mqDhUDKwpnDvIFoQYR524,0.848,0.261,0.179,0,0.113,-10.423,0.0368,77.473,0.229,61,0,0,0,0,0
Casting Crowns.xlsx,39,The Very Next Thing,4,3s0h3pyKFrS3XX6ZLBPx6s,Oh My Soul,spotify:track:3s0h3pyKFrS3XX6ZLBPx6s,0.498,0.331,0.427,0,0.108,-7.431,0.0302,157.938,0.141,61,0,0,0,0,0
Casting Crowns.xlsx,74,Thrive,3,5t35FJYwzRt9MG3ae2O41L,Just Be Held,spotify:track:5t35FJYwzRt9MG3ae2O41L,0.623,0.526,0.657,0,0.159,-6.399,0.0342,76.032,0.265,61,0,0,0,0,0
Big Daddy Weave.xlsx,16,Beautiful Offerings (Deluxe Edition),5,2FJYXPlTmFPAjTwPS1bMnw,The Lion and the Lamb,spotify:track:2FJYXPlTmFPAjTwPS1bMnw,0.103,0.367,0.739,0,0.0912,-7.987,0.0411,175.877,0.328,61,0,0,0,0,0
tauren wells.xlsx,1,Citizen of Heaven,2,33bqWsuJvnjTgAYr8DMadN,Like You Love Me,spotify:track:33bqWsuJvnjTgAYr8DMadN,0.0386,0.796,0.807,0,0.1,-4.721,0.0438,111.004,0.931,61,1,0,0,0,0
lauren daigle.xlsx,37,How Can It Be,2,2JEcE2v4tOpKzVZFjpLR59,How Can It Be,spotify:track:2JEcE2v4tOpKzVZFjpLR59,0.0354,0.445,0.522,0,0.109,-5.904,0.0305,75.977,0.168,61,0,0,0,0,0
The Afters.xlsx,1,Fear No More,2,6X4tVbY0j4wowtONB4Wtnf,I Will Fear No More,spotify:track:6X4tVbY0j4wowtONB4Wtnf,0.215,0.498,0.569,0,0.0879,-6.349,0.0285,82.019,0.26,61,0,0,0,0,0
Steffany Gretzinger.xlsx,3,Forever Amen,4,2oIFaafMda5ATaMr2b9pK8,No One Ever Cared for Me Like Jesus,spotify:track:2oIFaafMda5ATaMr2b9pK8,0.95,0.445,0.0882,0.0000011,0.0675,-15.894,0.0383,137.175,0.228,61,0,0,1,0,0
Steffany Gretzinger.xlsx,7,Forever Amen,8,0VJc0VM2TJWp6wi4szBFaw,Christ The Lord Is with Me (with Amanda Lindsey Cook & Wonder Grace Gretzinger),spotify:track:0VJc0VM2TJWp6wi4szBFaw,0.851,0.28,0.229,0.00121,0.0705,-11.366,0.0342,125.673,0.0394,61,0,0,0,0,0
Danny Gokey.xlsx,12,Haven't Seen It Yet,3,1JVefYHGnKd8ZjyaqWmTpz,Haven't Seen It Yet,spotify:track:1JVefYHGnKd8ZjyaqWmTpz,0.167,0.619,0.686,0,0.114,-6.534,0.0506,139.916,0.609,61,0,0,0,0,0
Phil Wickam.xlsx,65,Living Hope,4,5wrTjji1a7OkZfTo9TKesB,Till I Found You,spotify:track:5wrTjji1a7OkZfTo9TKesB,0.0597,0.373,0.703,0,0.0715,-5.803,0.062,123.909,0.221,61,0,0,0,0,0
Citipointe Live.xlsx,14,Into the Deep (Live),1,01GHOdYIsJfrFBqsPpXd6k,Into the Deep (Live),spotify:track:01GHOdYIsJfrFBqsPpXd6k,0.00261,0.451,0.567,0,0.146,-7.466,0.0322,148.079,0.219,60,0,0,0,0,0
Tenth Avenue North.xlsx,29,Followers,8,0pAPFaE1Iwfvex9EVJuQlG,Control (Somehow You Want Me),spotify:track:0pAPFaE1Iwfvex9EVJuQlG,0.00208,0.509,0.75,0,0.182,-5.884,0.0397,120.001,0.131,60,0,0,0,0,0
"Will Reagan, United Pursuit.xlsx",37,Tell All My Friends,3,4Xwry2rjyXZg9unm8QaRFL,Not in a Hurry,spotify:track:4Xwry2rjyXZg9unm8QaRFL,0.414,0.619,0.347,0,0.076,-10.686,0.0354,74.004,0.39,60,0,0,0,0,0
Casting Crowns.xlsx,26,Only Jesus,3,5SVARIypUactzhS79rk6x8,Only Jesus,spotify:track:5SVARIypUactzhS79rk6x8,0.114,0.572,0.718,0.000106,0.402,-6.372,0.0336,123.995,0.284,60,0,0,1,0,0
tauren wells.xlsx,5,Citizen of Heaven,6,2RuUAwOz2vyArTaiMQUL7j,Famous For (I Believe),spotify:track:2RuUAwOz2vyArTaiMQUL7j,0.299,0.449,0.67,0,0.0881,-6.409,0.0458,171.947,0.21,60,0,0,0,0,0
Rend Collective.xlsx,126,The Art Of Celebration,3,5AcdaSVQfLcUKMaqchfBie,My Lighthouse,spotify:track:5AcdaSVQfLcUKMaqchfBie,0.0326,0.545,0.805,0,0.781,-5.792,0.0491,110.008,0.727,60,0,0,0,0,0
United Pursuit.xlsx,37,Tell All My Friends,3,4Xwry2rjyXZg9unm8QaRFL,Not in a Hurry,spotify:track:4Xwry2rjyXZg9unm8QaRFL,0.414,0.619,0.347,0,0.076,-10.686,0.0354,74.004,0.39,60,0,0,0,0,0
Elevation Worship.xlsx,20,Hallelujah Here Below,1,6LKjIAHCnZjaB4BfEIFHrW,Won't Stop Now,spotify:track:6LKjIAHCnZjaB4BfEIFHrW,0.00056,0.571,0.736,0,0.494,-5.633,0.0341,121.985,0.105,60,0,0,0,0,0
lauren daigle.xlsx,2,Look Up Child,3,3bmM9wmFXk30d0pWZRozU2,This Girl,spotify:track:3bmM9wmFXk30d0pWZRozU2,0.488,0.412,0.298,0.0000906,0.219,-8.608,0.0285,147.911,0.11,60,0,0,0,0,0
Steffany Gretzinger.xlsx,24,The Undoing,3,4QqJzSUAtJgZ3AiCjDc89y,Out of Hiding,spotify:track:4QqJzSUAtJgZ3AiCjDc89y,0.797,0.453,0.32,0,0.116,-10.101,0.0337,106.551,0.23,60,0,0,0,0,0
Cody Carnes.xlsx,0,Run To The Father,1,3g7bn09uvp9jkMAW0jXOms,Run To The Father,spotify:track:3g7bn09uvp9jkMAW0jXOms,0.0512,0.491,0.416,0,0.0947,-6.801,0.0289,136.943,0.0977,60,0,0,0,0,0
Chris Renzema.xlsx,5,I'll Be The Branches,6,04oS27FkMKZ68VBkzx7JKN,How To Be Yours,spotify:track:04oS27FkMKZ68VBkzx7JKN,0.619,0.5,0.338,0,0.124,-8.42,0.0331,131.82,0.0951,60,0,0,0,0,0
Chris Tomlin.xlsx,65,Holy Roar,8,4E43YlwUlpYDJIxcMjt0S7,Is He Worthy?,spotify:track:4E43YlwUlpYDJIxcMjt0S7,0.153,0.357,0.552,0,0.112,-6.084,0.0289,145.811,0.217,60,0,0,0,0,0
Danny Gokey.xlsx,118,Hope In Front of Me,3,4F6KXBE38OBGPZsryUih1x,Tell Your Heart To Beat Again,spotify:track:4F6KXBE38OBGPZsryUih1x,0.691,0.508,0.402,0,0.103,-7.168,0.0279,133.906,0.196,60,0,0,0,1,0
Bethel Music.xlsx,48,Victory,4,73thBYypIRDkDz9Fw1kgCN,Stand in Your Love (Live),spotify:track:73thBYypIRDkDz9Fw1kgCN,0.118,0.426,0.829,0,0.137,-4.075,0.0334,144.834,0.524,60,1,0,0,0,0
Will Reagan.xlsx,12,Tell All My Friends,3,4Xwry2rjyXZg9unm8QaRFL,Not in a Hurry,spotify:track:4Xwry2rjyXZg9unm8QaRFL,0.414,0.619,0.347,0,0.076,-10.686,0.0354,74.004,0.39,60,0,0,0,0,0
Kari jobe.xlsx,88,Majestic (Live),9,48LRu8wJeDbUaAlZMg7fBF,I Am Not Alone - Live,spotify:track:48LRu8wJeDbUaAlZMg7fBF,0.87,0.452,0.318,0.00003,0.277,-7.1,0.0318,135.889,0.201,60,0,0,0,0,0
Hillsong Worship.xlsx,16,Awake,2,4tiPT6OyCygYvRelQcIOe5,Awake My Soul,spotify:track:4tiPT6OyCygYvRelQcIOe5,0.00134,0.455,0.587,0,0.0942,-8.665,0.0336,126.836,0.127,59,0,0,0,0,0
Hillsong Worship.xlsx,157,There Is More,11,5OMpZa1m8amJy7ICItG1Sc,New Wine,spotify:track:5OMpZa1m8amJy7ICItG1Sc,0.0658,0.362,0.307,0,0.114,-10.056,0.0293,140.055,0.154,59,0,0,0,0,0
Hillsong Worship.xlsx,158,There Is More,12,3ebqpN2hFJNeTuTTI5G0nd,So Will I (100 Billion X),spotify:track:3ebqpN2hFJNeTuTTI5G0nd,0.00594,0.307,0.587,0,0.698,-8.503,0.0343,127.551,0.0981,59,0,0,0,0,0
Hillsong Worship.xlsx,222,OPEN HEAVEN / River Wild (Deluxe/Live),1,0FBm7M8icvVmPWDmyUNCGy,O Praise The Name (Anástasis) - Live,spotify:track:0FBm7M8icvVmPWDmyUNCGy,0.0047,0.389,0.488,0,0.64,-7.466,0.0301,144.339,0.303,59,0,0,0,0,0
Newsboys.xlsx,90,Restart,11,1dtzjTkNecIRAL4X3u4CtL,We Believe,spotify:track:1dtzjTkNecIRAL4X3u4CtL,0.0319,0.519,0.76,0.0000159,0.241,-4.41,0.0349,130.03,0.149,59,0,0,0,0,0
"Will Reagan, United Pursuit.xlsx",95,Endless Years,10,3LSna6W1dRf2QbsUgmRoFf,Set a Fire,spotify:track:3LSna6W1dRf2QbsUgmRoFf,0.00446,0.363,0.542,0.0000751,0.332,-5.644,0.0322,130.82,0.25,59,0,0,0,0,0
Casting Crowns.xlsx,200,Lifesong,2,4Zyf0pjpdBBIfp4oax9PG5,Praise You In This Storm,spotify:track:4Zyf0pjpdBBIfp4oax9PG5,0.011,0.37,0.653,0.0000105,0.115,-6.819,0.0263,164.152,0.346,59,0,0,0,0,0
Big Daddy Weave.xlsx,65,Love Come To Life,7,7zuwaenG5AF0vG7o7kMduX,Redeemed,spotify:track:7zuwaenG5AF0vG7o7kMduX,0.374,0.329,0.509,0,0.12,-6.607,0.0333,127.119,0.227,59,0,0,0,0,0
Rend Collective.xlsx,29,Good News (Deluxe Edition),4,0lATXmstYwzQjOLgkzvnEc,Counting Every Blessing,spotify:track:0lATXmstYwzQjOLgkzvnEc,0.136,0.55,0.681,0,0.216,-4.759,0.0334,89.989,0.174,59,0,0,0,0,0
United Pursuit.xlsx,95,Endless Years,10,3LSna6W1dRf2QbsUgmRoFf,Set a Fire,spotify:track:3LSna6W1dRf2QbsUgmRoFf,0.00446,0.363,0.542,0.0000751,0.332,-5.644,0.0322,130.82,0.25,59,0,0,0,0,0
The Belonging Co.xlsx,5,Awe + Wonder (Live),6,3iCyKTgnCYAhYJKaGsBmg8,Hosanna - Live,spotify:track:3iCyKTgnCYAhYJKaGsBmg8,0.305,0.325,0.447,0.00000617,0.188,-7.967,0.0297,135.95,0.179,59,0,0,0,0,0
Elevation Worship.xlsx,12,Paradoxology,2,7oiOEDqkHN0R7OZtQEAWiD,Hallelujah Here Below (Paradoxology) (feat. Steffany Gretzinger),spotify:track:7oiOEDqkHN0R7OZtQEAWiD,0.873,0.243,0.349,0,0.117,-11.061,0.0344,128.084,0.475,59,0,0,0,0,0
Elevation Worship.xlsx,14,Paradoxology,4,2dbXF6IGhuq6O63bJ1TFYr,With You (Paradoxology),spotify:track:2dbXF6IGhuq6O63bJ1TFYr,0.851,0.359,0.253,0.00000424,0.118,-9.238,0.0302,89.723,0.265,59,0,0,0,0,0
Elevation Worship.xlsx,34,Acoustic Sessions,1,13Nn3hJ8JZq6dWHk2v62ai,O Come to the Altar (Acoustic),spotify:track:13Nn3hJ8JZq6dWHk2v62ai,0.788,0.406,0.34,0,0.0968,-7.601,0.0315,139.651,0.162,59,0,0,0,0,0
lauren daigle.xlsx,5,Look Up Child,6,2YR7SB90SZhMf9J3HYogKa,Everything,spotify:track:2YR7SB90SZhMf9J3HYogKa,0.702,0.486,0.368,0.0000101,0.245,-7.798,0.0264,59.134,0.178,59,0,0,0,0,0
lauren daigle.xlsx,9,Look Up Child,10,5qA5acnPNB7v1vdZdbA0lA,Remember,spotify:track:5qA5acnPNB7v1vdZdbA0lA,0.548,0.49,0.376,0,0.13,-6.959,0.0315,141.861,0.164,59,0,0,0,0,0
lauren daigle.xlsx,12,Look Up Child,13,0ZMOWXDlnlkMGTn4H0u24u,Turn Your Eyes Upon Jesus,spotify:track:0ZMOWXDlnlkMGTn4H0u24u,0.756,0.626,0.41,0.00723,0.124,-7.428,0.0308,78.025,0.245,59,0,0,1,0,0
Hillsong UNITED.xlsx,58,Wonder,9,33Nyq9QfKCXEQtzeg22vg7,Not Today,spotify:track:33Nyq9QfKCXEQtzeg22vg7,0.00191,0.471,0.727,0.0000173,0.0989,-7.715,0.0505,183.941,0.579,59,0,0,0,0,0
Hillsong UNITED.xlsx,119,Empires,4,5O2lEvI1K4Fa4KL8vO3e6W,Touch The Sky,spotify:track:5O2lEvI1K4Fa4KL8vO3e6W,0.261,0.228,0.431,0.00000656,0.148,-9.465,0.036,83.066,0.206,59,0,0,0,0,0
Steffany Gretzinger.xlsx,0,Forever Amen,1,5ECakSPBOme5x8EjYyjqPZ,Remember,spotify:track:5ECakSPBOme5x8EjYyjqPZ,0.981,0.311,0.165,0.00000319,0.104,-12.086,0.0386,78.539,0.136,59,0,0,0,0,0
Steffany Gretzinger.xlsx,2,Forever Amen,3,3W2ft8jbBUuWiKwwkTlw7z,Forever Amen,spotify:track:3W2ft8jbBUuWiKwwkTlw7z,0.885,0.335,0.0854,0.00000191,0.106,-12.961,0.0366,107.85,0.0496,59,0,0,0,0,0
