Source.Name,Column1,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,contain_love,contain_god,contain_jesus,contain_heart,contain_king
Vertical Worship.xlsx,41,Vertical Worship,7,3vP9qWzVbJOjdAsvYP6rEj,1000 Tongues,spotify:track:3vP9qWzVbJOjdAsvYP6rEj,0.00161,0.522,0.842,0.000539,0.112,-5.859,0.0401,155.977,0.699,28,0,0,0,0,0
Vertical Worship.xlsx,62,Church Songs,7,350P8vU8aUw769S9y3X6a4,If I Have You,spotify:track:350P8vU8aUw769S9y3X6a4,0.892,0.43,0.344,0.00000225,0.652,-8.586,0.0285,139.65,0.168,28,0,0,0,0,0
Lecrae.xlsx,66,Church Clothes 2,15,0XnwJoEZxIm5MkHrdF2X8X,My Whole Life Changed,spotify:track:0XnwJoEZxIm5MkHrdF2X8X,0.0532,0.765,0.877,0,0.344,-2.978,0.155,133.999,0.401,28,0,0,0,0,0
Lecrae.xlsx,99,Gravity (Digital Deluxe),9,25K2I9dynBreLP6Hg4Aon8,Confe$$ions,spotify:track:25K2I9dynBreLP6Hg4Aon8,0.534,0.473,0.745,0,0.151,-5.909,0.17,86.546,0.246,28,0,0,0,0,0
Lecrae.xlsx,122,Rehab,3,3KOC4iQCHlcybxmkpYRzJ5,Divine Intervention,spotify:track:3KOC4iQCHlcybxmkpYRzJ5,0.0656,0.549,0.76,0,0.387,-6.666,0.101,85.035,0.292,28,0,0,0,0,0
Lecrae.xlsx,125,Rehab,6,4Nterlnmx5NclSRmfys4U9,Used To Do It Too,spotify:track:4Nterlnmx5NclSRmfys4U9,0.0637,0.718,0.787,0,0.144,-6.012,0.23,74.002,0.875,28,0,0,0,0,0
Lecrae.xlsx,127,Rehab,8,6X8TZr5TAXBfrlRjX8XjSm,High,spotify:track:6X8TZr5TAXBfrlRjX8XjSm,0.019,0.911,0.494,0,0.0765,-5.145,0.117,94.01,0.0796,28,0,0,0,0,0
Lecrae.xlsx,141,Rebel,5,6yxdyUwJvU3paRILGtAiwF,Indwelling Sin,spotify:track:6yxdyUwJvU3paRILGtAiwF,0.481,0.544,0.722,0,0.309,-9.112,0.791,74.432,0.493,28,0,0,0,0,0
Lecrae.xlsx,146,Rebel,10,1Kycpq5s9g1vwQClzaql2T,Fall Back,spotify:track:1Kycpq5s9g1vwQClzaql2T,0.00465,0.308,0.782,0,0.419,-6.241,0.351,80.791,0.387,28,0,0,0,0,0
Lecrae.xlsx,174,Real Talk,5,6Lw1kGYoOh774aDO2Jiqk3,Represent,spotify:track:6Lw1kGYoOh774aDO2Jiqk3,0.0265,0.726,0.868,0,0.237,-6.953,0.384,149.84,0.658,28,0,0,0,0,0
Phil Wickam.xlsx,1,Christmas,2,5wDPco8kl6sRponff5L9Th,"Joy To The World (Joyful, Joyful)",spotify:track:5wDPco8kl6sRponff5L9Th,0.291,0.438,0.685,0.00000315,0.0916,-7.09,0.0279,147.979,0.273,28,0,0,0,0,0
Phil Wickam.xlsx,2,Christmas,3,0AIIvSYZUvrURBcWTwhC7e,Away In A Manger (Forever Amen),spotify:track:0AIIvSYZUvrURBcWTwhC7e,0.683,0.184,0.355,0,0.173,-8.166,0.0286,93.324,0.155,28,0,0,0,0,0
Phil Wickam.xlsx,27,Singalong 4 (Live),8,5Okxk8yQMvNoUPEzV4qJfy,Till I Found You - Live,spotify:track:5Okxk8yQMvNoUPEzV4qJfy,0.0635,0.446,0.633,0,0.956,-7.089,0.0331,114.791,0.427,28,0,0,0,0,0
Phil Wickam.xlsx,41,Singalong 4 (Live),10,5ZwOjjZtBFYFVvQoDrRWar,Highest Praise - Live,spotify:track:5ZwOjjZtBFYFVvQoDrRWar,0.392,0.157,0.557,0,0.152,-7.798,0.0334,69.74,0.254,28,0,0,0,0,0
Phil Wickam.xlsx,139,Children of God (Acoustic Sessions) [Live],4,4caoQ6pqzNj3NWkAGD6VWb,Your Love Awakens Me (Acoustic) - Live,spotify:track:4caoQ6pqzNj3NWkAGD6VWb,0.536,0.363,0.512,0,0.0833,-6.875,0.0339,131.744,0.565,28,1,0,0,0,0
Phil Wickam.xlsx,219,The Ascension,11,0APLgkMKxnY2bMU7t3PiAl,Thirst,spotify:track:0APLgkMKxnY2bMU7t3PiAl,0.155,0.404,0.676,0.00000299,0.0936,-7.148,0.039,148.098,0.158,28,0,0,0,0,0
Isla Vista Worship.xlsx,12,Open Heart,6,5W9bSo27N5VcRfZ3t951Z6,Out of the Darkness,spotify:track:5W9bSo27N5VcRfZ3t951Z6,0.413,0.482,0.28,0.395,0.0815,-13.404,0.0279,79.929,0.175,28,0,0,0,0,0
Isla Vista Worship.xlsx,15,Open Heart,9,2AelXXdVngacfF1TuZc3Rl,Open Heart,spotify:track:2AelXXdVngacfF1TuZc3Rl,0.223,0.591,0.52,0.342,0.134,-9.155,0.0475,99.422,0.539,28,0,0,0,1,0
Isla Vista Worship.xlsx,27,Isla Vista Worship 2,6,3sG18tO4hRCSybufML98VU,Thank You,spotify:track:3sG18tO4hRCSybufML98VU,0.509,0.538,0.497,0.0000152,0.162,-8.121,0.0303,119.974,0.211,28,0,0,0,0,0
Isla Vista Worship.xlsx,30,Isla Vista Worship 2,9,3UBnlh55StlpKPYlzZGLuz,The Middle,spotify:track:3UBnlh55StlpKPYlzZGLuz,0.668,0.381,0.344,0.000264,0.107,-11.179,0.0304,130.152,0.107,28,0,0,0,0,0
Isla Vista Worship.xlsx,32,Isla Vista Worship 2,11,2enyFDMI3o3RlNMeptVU4s,God With Us,spotify:track:2enyFDMI3o3RlNMeptVU4s,0.611,0.549,0.335,0.0204,0.117,-10.085,0.0278,120.042,0.077,28,0,1,0,0,0
Isla Vista Worship.xlsx,42,Isla Vista Worship,4,5q0QlrZVzMzwOfwuiBZyzZ,You're so Good to Me,spotify:track:5q0QlrZVzMzwOfwuiBZyzZ,0.0187,0.439,0.591,0.161,0.0983,-6.295,0.0296,114.61,0.239,28,0,0,0,0,0
Isla Vista Worship.xlsx,49,Isla Vista Worship,11,5ZdZwyU5b72t6GudUOGipI,Open up My Heart,spotify:track:5ZdZwyU5b72t6GudUOGipI,0.517,0.523,0.441,0,0.147,-8.832,0.028,110.012,0.609,28,0,0,0,1,0
Mosaic MSC.xlsx,14,MSC (Live in LA),1,7xnvZnExsWm6Lg08GNiXzw,Beautiful - Live,spotify:track:7xnvZnExsWm6Lg08GNiXzw,0.0121,0.474,0.909,0,0.911,-4.51,0.047,87.983,0.423,28,0,0,0,0,0
Mosaic MSC.xlsx,21,MSC (Live in LA),8,38iR55LRdEQpQVfBC1RrkQ,Greatest Love - Live,spotify:track:38iR55LRdEQpQVfBC1RrkQ,0.0952,0.445,0.88,0.0000309,0.867,-5.118,0.0649,129.902,0.12,28,1,0,0,0,0
Travis Greene.xlsx,34,Crossover: Live From Music City,12,5WJpzmp0GE39X8Wn2AYbZ2,Instrument (Live),spotify:track:5WJpzmp0GE39X8Wn2AYbZ2,0.276,0.574,0.563,0,0.666,-7.255,0.0413,123.55,0.386,28,0,0,0,0,0
Keith & Kristyn Getty.xlsx,53,Getty Kids Hymnal – Family Hymn Sing,1,4oTvIdEGVo7PHXpbkUShDL,All Creatures Of Our God And King,spotify:track:4oTvIdEGVo7PHXpbkUShDL,0.0407,0.572,0.808,0,0.113,-5.403,0.046,90.024,0.8,27,0,1,0,0,1
Keith & Kristyn Getty.xlsx,61,Getty Kids Hymnal – Family Hymn Sing,9,5i4Fodr6ibckW5Mxk0nI9N,In Christ Alone / I Stand Amazed (How Marvelous) - Medley,spotify:track:5i4Fodr6ibckW5Mxk0nI9N,0.004,0.416,0.559,0,0.0703,-4.768,0.0273,77.939,0.41,27,0,0,0,0,0
Keith & Kristyn Getty.xlsx,64,Getty Kids Hymnal – Family Hymn Sing,12,7aqmVMWR6wOCJDbQdPnp0v,What Wondrous Love Is This,spotify:track:7aqmVMWR6wOCJDbQdPnp0v,0.863,0.366,0.218,0.00000295,0.105,-10.955,0.0334,131.675,0.368,27,1,0,0,0,0
Keith & Kristyn Getty.xlsx,119,Facing A Task Unfinished,7,2s16qwMWPuuVToU69VzkLQ,Lift High The Name Of Jesus/The Legend Of Saints And Snakes - Medley,spotify:track:2s16qwMWPuuVToU69VzkLQ,0.0329,0.618,0.884,0,0.956,-5.4,0.0435,120.026,0.649,27,0,0,1,0,0
Keith & Kristyn Getty.xlsx,121,Facing A Task Unfinished,9,1wO4UyzKkaKWelcygpR7bh,We Believe (Apostle's Creed),spotify:track:1wO4UyzKkaKWelcygpR7bh,0.0672,0.453,0.865,0.0000474,0.933,-6.477,0.0589,184.305,0.445,27,0,0,0,0,0
Keith & Kristyn Getty.xlsx,170,Live At The Gospel Coalition,3,54cI1CFz7vNG21c6OOIiox,By Faith - Live,spotify:track:54cI1CFz7vNG21c6OOIiox,0.0671,0.466,0.854,0,0.472,-3.973,0.0316,76.008,0.548,27,0,0,0,0,0
Hillsong Kids.xlsx,64,Can You Believe It!?,11,2VprPHKfwPGEOEkE40kHe3,As The World Shakes,spotify:track:2VprPHKfwPGEOEkE40kHe3,0.018,0.621,0.66,0,0.125,-8.09,0.0333,84.971,0.518,27,0,0,0,0,0
Hillsong Worship.xlsx,91,Christmas: The Peace Project (Deluxe),13,51CQcrzsbt3ZVnAvHcKYBD,O Holy Night - Live,spotify:track:51CQcrzsbt3ZVnAvHcKYBD,0.00235,0.137,0.51,0,0.106,-6.144,0.0358,167.83,0.174,27,0,0,0,0,0
Hillsong Worship.xlsx,177,Christmas: The Peace Project,2,0gKhB9pDvFFLIPTyLiW6tN,Hark,spotify:track:0gKhB9pDvFFLIPTyLiW6tN,0.0429,0.252,0.458,0.00000273,0.0903,-7.824,0.0314,134.104,0.144,27,0,0,0,0,0
Hillsong Worship.xlsx,184,Christmas: The Peace Project,9,4bzK0OtzaSJQdXncE9slbF,Arrival,spotify:track:4bzK0OtzaSJQdXncE9slbF,0.00138,0.459,0.742,0,0.325,-7.275,0.0315,132.018,0.144,27,0,0,0,0,0
Josh Garrels.xlsx,12,"Early Work, Vol. 1 (2002-2005)",13,6f6D9mgry3uUEyTFkHu8cp,The Walk,spotify:track:6f6D9mgry3uUEyTFkHu8cp,0.0983,0.525,0.641,0.315,0.121,-6.934,0.0253,78.455,0.427,27,0,0,0,0,0
Josh Garrels.xlsx,14,"Early Work, Vol. 1 (2002-2005)",15,0g40FfLgnWSzO83TgoDXzm,Candlenight,spotify:track:0g40FfLgnWSzO83TgoDXzm,0.749,0.348,0.421,0.906,0.138,-12.36,0.0337,141.813,0.133,27,0,0,0,0,0
Josh Garrels.xlsx,30,The Light Came Down,1,5GA6DSJcNP1NP3DDk7PMBu,The Light Came Down,spotify:track:5GA6DSJcNP1NP3DDk7PMBu,0.819,0.365,0.506,0.128,0.102,-9.834,0.0353,77.527,0.14,27,0,0,0,0,0
Josh Garrels.xlsx,56,The Sea in Between (Soundtrack),1,6tWwCyFyhy72uQNf7KbCFb,Pilot Me (Live from Mayne Island),spotify:track:6tWwCyFyhy72uQNf7KbCFb,0.533,0.626,0.534,0.0141,0.085,-9.862,0.0339,101.309,0.892,27,0,0,0,0,0
Unspoken.xlsx,18,Follow Through,7,7GsCrmOWWAM93TCfsJTQNO,Follow Through,spotify:track:7GsCrmOWWAM93TCfsJTQNO,0.00935,0.549,0.767,0,0.34,-5.206,0.0271,137.948,0.556,27,0,0,0,0,0
Unspoken.xlsx,19,Follow Through,8,5LESU1ngFVhGLdXf2AOaz6,So Good To Me,spotify:track:5LESU1ngFVhGLdXf2AOaz6,0.000373,0.564,0.864,0.00000317,0.0846,-5.627,0.0431,148.036,0.444,27,0,0,0,0,0
Unspoken.xlsx,20,Follow Through,9,0EJPQ3pApsvAle3kLfskpg,We Are The Light,spotify:track:0EJPQ3pApsvAle3kLfskpg,0.00131,0.575,0.887,0.0000226,0.112,-4.451,0.0542,152.036,0.481,27,0,0,0,0,0
Unspoken.xlsx,43,Unplugged,8,2UBkyywY9NUF35pHZ9MfOw,Lift My Life Up - Acoustic,spotify:track:2UBkyywY9NUF35pHZ9MfOw,0.409,0.553,0.289,0.000231,0.0978,-9.925,0.028,143.892,0.257,27,0,0,0,0,0
Unspoken.xlsx,53,Unspoken,8,41U79nHKtUrpeh2HYJrbGw,Real Thing,spotify:track:41U79nHKtUrpeh2HYJrbGw,0.124,0.515,0.689,0,0.209,-6.51,0.0348,164.007,0.539,27,0,0,0,0,0
MercyMe.xlsx,147,The Generous Mr. Lovewell,2,2pG1fluGlRDDVoURFKIEEF,The Generous Mr. Lovewell,spotify:track:2pG1fluGlRDDVoURFKIEEF,0.00185,0.534,0.873,0,0.382,-4.66,0.0347,81.488,0.62,27,1,0,0,0,0
The Worship Initiative.xlsx,99,"The Worship Initiative, Vol. 17",10,5SjUOwRpz0l92cBqiVvPRb,Holy Ground,spotify:track:5SjUOwRpz0l92cBqiVvPRb,0.0337,0.275,0.44,0,0.102,-11.483,0.031,143.345,0.128,27,0,0,0,0,0
The Worship Initiative.xlsx,158,"The Worship Initiative, Vol. 10",1,19fAnbWCejhUjFCoPI74md,God Is Able,spotify:track:19fAnbWCejhUjFCoPI74md,0.0000342,0.302,0.683,0,0.126,-6.418,0.0327,153.522,0.184,27,0,1,0,0,0
The Worship Initiative.xlsx,179,"The Worship Initiative, Vol. 8",2,0q7F2eLU0WDvrhuGTeVCYi,Indescribable,spotify:track:0q7F2eLU0WDvrhuGTeVCYi,0.00346,0.17,0.708,0,0.151,-5.206,0.0396,178.408,0.34,27,0,0,0,0,0
The Worship Initiative.xlsx,196,"The Worship Initiative, Vol. 7",9,6jj9W4JKGAcxfv5J1Nzj2L,Everlasting God,spotify:track:6jj9W4JKGAcxfv5J1Nzj2L,0.000125,0.534,0.64,0,0.116,-6.577,0.0293,112.994,0.362,27,0,1,0,0,0
The Worship Initiative.xlsx,206,"The Worship Initiative, Vol. 6",9,2MSctPrMtna1xYiO2Thsc9,Lead Me to the Cross,spotify:track:2MSctPrMtna1xYiO2Thsc9,0.0183,0.379,0.472,0,0.183,-8.255,0.0316,143.855,0.275,27,0,0,0,0,0
The Worship Initiative.xlsx,209,"The Worship Initiative, Vol. 5",2,4RJeZjf0U1UxjxCZ3gReQC,Reign In Us,spotify:track:4RJeZjf0U1UxjxCZ3gReQC,0.00565,0.375,0.562,0,0.105,-7.179,0.0325,141.871,0.326,27,0,0,0,0,0
The Worship Initiative.xlsx,233,"The Worship Initiative, Vol. 3",6,4jsBmNJXAHWGSf7Codb40C,Never Once,spotify:track:4jsBmNJXAHWGSf7Codb40C,0.000403,0.324,0.458,0,0.122,-7.958,0.0296,140.239,0.144,27,0,0,0,0,0
Cory Asbury.xlsx,11,Let Me See Your Eyes,2,7xMH2p63aLu6iYQsfHTI3b,"Jesus, Let Me See Your Eyes",spotify:track:7xMH2p63aLu6iYQsfHTI3b,0.376,0.553,0.602,0.00017,0.135,-7.155,0.0425,152.004,0.403,27,0,0,1,0,0
Cory Asbury.xlsx,12,Let Me See Your Eyes,3,7zwAnKVb9iWKwV8qiWewKz,Psalm 18,spotify:track:7zwAnKVb9iWKwV8qiWewKz,0.101,0.551,0.803,0.0000605,0.223,-6.503,0.0289,135.022,0.532,27,0,0,0,0,0
Cory Asbury.xlsx,18,Let Me See Your Eyes,9,3EjdquSrd90C6Z7HSun1BZ,Everything You Do,spotify:track:3EjdquSrd90C6Z7HSun1BZ,0.0461,0.448,0.639,0.00000446,0.171,-6.469,0.0264,144.069,0.256,27,0,0,0,0,0
Cory Asbury.xlsx,22,Let Me See Your Eyes,13,79KxwKEqpimyvMC0nBEnbI,Always Faithful (Prophetic Song),spotify:track:79KxwKEqpimyvMC0nBEnbI,0.304,0.376,0.667,0.000179,0.153,-6.605,0.0337,145.815,0.126,27,0,0,0,0,0
Citipointe Live.xlsx,12,Mover of Mountains,13,5TcFZeRQOSsto5oZJLYNch,You Won't Let Me Go (Live),spotify:track:5TcFZeRQOSsto5oZJLYNch,0.055,0.461,0.483,0,0.104,-7.904,0.0293,133.929,0.0702,27,0,0,0,0,0
Citipointe Live.xlsx,29,Wildfire,1,3lxr37upQiRLnScXgnOck2,On Top of the World (feat. Joel Ramsey),spotify:track:3lxr37upQiRLnScXgnOck2,0.0062,0.479,0.863,0.00000581,0.792,-4.644,0.0366,123.962,0.34,27,0,0,0,0,0
Citipointe Live.xlsx,31,Wildfire,3,0F8j3LNFLDrJs59D6nEWeq,If Not for Love (feat. Chardon Lewis),spotify:track:0F8j3LNFLDrJs59D6nEWeq,0.206,0.383,0.699,0,0.269,-5.636,0.035,143.854,0.167,27,1,0,0,0,0
Tenth Avenue North.xlsx,4,No Shame,5,05wNKB861K2H198VNxuwn5,A Phone Call,spotify:track:05wNKB861K2H198VNxuwn5,0.911,0.33,0.474,0.000226,0.104,-13.35,0.0482,74.263,0.24,27,0,0,0,0,0
Tenth Avenue North.xlsx,28,Followers,7,3pj8kwblCJ81HsqGAClxB7,No One Can Steal Our Joy,spotify:track:3pj8kwblCJ81HsqGAClxB7,0.0213,0.488,0.844,0,0.184,-5.797,0.0404,146.073,0.234,27,0,0,0,0,0
Tenth Avenue North.xlsx,54,Cathedrals (Deluxe Edition),12,4t7a3uLvuBQFqh1zcR1Qbw,For Those Who Can't Speak (feat. Derek Minor and KB),spotify:track:4t7a3uLvuBQFqh1zcR1Qbw,0.014,0.638,0.741,0,0.28,-5.944,0.0393,89.989,0.422,27,0,0,0,0,0
Tenth Avenue North.xlsx,57,The Struggle,1,297bN2MLLKgFHEsIQstMwT,Shadows,spotify:track:297bN2MLLKgFHEsIQstMwT,0.00133,0.592,0.819,0.00013,0.327,-5.666,0.0339,121.013,0.346,27,0,0,0,0,0
Tenth Avenue North.xlsx,62,The Struggle,6,4cfPvtfSbmzGbLNfqvX4l8,Where Life Will Never Die,spotify:track:4cfPvtfSbmzGbLNfqvX4l8,0.00702,0.59,0.836,0.00000803,0.155,-4.892,0.0402,120.061,0.354,27,0,0,0,0,0
Tenth Avenue North.xlsx,67,The Struggle,11,01R5hbvqS85E8BoMnXp167,You Do All Things Well,spotify:track:01R5hbvqS85E8BoMnXp167,0.00729,0.262,0.62,0.00000181,0.12,-7.515,0.0346,142.039,0.207,27,0,0,0,0,0
Tenth Avenue North.xlsx,101,Over And Underneath,10,5jREY3m7cwiSPz0yMyw8eR,Satisfy,spotify:track:5jREY3m7cwiSPz0yMyw8eR,0.00137,0.512,0.748,0,0.0575,-5.155,0.0298,153.984,0.414,27,0,0,0,0,0
Newsboys.xlsx,14,United (Deluxe),5,3bjCPPoqRf2u5u3WcNdb6T,Beautiful Story,spotify:track:3bjCPPoqRf2u5u3WcNdb6T,0.0113,0.483,0.775,0,0.0828,-4.706,0.0483,144.051,0.161,27,0,0,0,0,0
Newsboys.xlsx,21,United (Deluxe),12,5p3rhDQsMR7NVmU5UlXtvr,The Cross Has the Final Word (feat. Michael Tait & Peter Furler),spotify:track:5p3rhDQsMR7NVmU5UlXtvr,0.0107,0.446,0.676,0,0.101,-5.642,0.0335,155.939,0.161,27,0,0,0,0,0
Newsboys.xlsx,28,United (Deluxe),4,7jx9LzQT44xbqCkf5HOzYn,Love One Another,spotify:track:7jx9LzQT44xbqCkf5HOzYn,0.00583,0.594,0.932,0,0.411,-3.615,0.158,125.026,0.663,27,1,0,0,0,0
Newsboys.xlsx,88,Restart,9,0UtDvaC89eI8QF5tFHUzJC,One Word,spotify:track:0UtDvaC89eI8QF5tFHUzJC,0.0325,0.381,0.939,0.0000449,0.156,-4.246,0.118,177.992,0.237,27,0,0,0,0,0
Newsboys.xlsx,203,Newsboys Live: Houston We Are Go,13,2cOkXHZOloMnMN8mWt70vZ,I Am Free - Live,spotify:track:2cOkXHZOloMnMN8mWt70vZ,0.0000132,0.446,0.949,0.000612,0.949,-4.949,0.0636,135.983,0.386,27,0,0,0,0,0
"Will Reagan, United Pursuit.xlsx",14,Garden (Live),9,5akhOGN9DhCaawnO0XAL2K,All My Love (Live),spotify:track:5akhOGN9DhCaawnO0XAL2K,0.828,0.389,0.303,0,0.114,-11.956,0.0347,122.984,0.157,27,1,0,0,0,0
"Will Reagan, United Pursuit.xlsx",33,Garden,8,5OoqwrovRIYYwX94oecu0E,Holy,spotify:track:5OoqwrovRIYYwX94oecu0E,0.12,0.277,0.37,0.867,0.364,-10.905,0.0291,76.029,0.0867,27,0,0,0,0,0
"Will Reagan, United Pursuit.xlsx",88,Endless Years,3,7Lu8DT982TenMUPLV9HF0s,Commission,spotify:track:7Lu8DT982TenMUPLV9HF0s,0.0188,0.499,0.641,0.00304,0.325,-5.522,0.0305,149.006,0.453,27,0,0,0,0,0
"Will Reagan, United Pursuit.xlsx",90,Endless Years,5,2bFM0Ozf4IxvzT19IhgrQT,Colorful,spotify:track:2bFM0Ozf4IxvzT19IhgrQT,0.015,0.606,0.843,0.00000194,0.146,-5.454,0.0699,124.901,0.627,27,0,0,0,0,0
"Will Reagan, United Pursuit.xlsx",117,In the Night Season,6,57I3vb59KjxfZ2OCmBxqXm,Break Every Chain,spotify:track:57I3vb59KjxfZ2OCmBxqXm,0.0649,0.495,0.376,0,0.0909,-8.466,0.0296,133.962,0.138,27,0,0,0,0,0
The Corner Room.xlsx,24,"Psalm Songs, Vol. 1",5,5MCnhT7c9Jang5MncUehh8,Psalm 30,spotify:track:5MCnhT7c9Jang5MncUehh8,0.522,0.466,0.425,0.000388,0.0974,-9.396,0.0302,97.558,0.195,27,0,0,0,0,0
Casting Crowns.xlsx,19,New York Sessions,4,32Vv1jWKPEWeozUjm4Zvea,Praise You in This Storm (New York Sessions),spotify:track:32Vv1jWKPEWeozUjm4Zvea,0.0558,0.348,0.643,0,0.109,-7.082,0.0325,167.844,0.355,27,0,0,0,0,0
Casting Crowns.xlsx,84,The Acoustic Sessions: Volume One,1,0xyDjOJD4kL5H20Fbp2n9s,If We Are The Body - acoustic,spotify:track:0xyDjOJD4kL5H20Fbp2n9s,0.73,0.56,0.342,0,0.0945,-6.743,0.0287,131.992,0.298,27,0,0,0,0,0
Casting Crowns.xlsx,122,Until The Whole World Hears,9,1TZ6JA8zODCeljlpxA10LT,Mercy,spotify:track:1TZ6JA8zODCeljlpxA10LT,0.375,0.441,0.572,0.00000255,0.125,-6.058,0.0306,76.026,0.117,27,0,0,0,0,0
Kings Kaleidescope.xlsx,128,Becoming Who We Are,13,4KxeflVzFKHx5g1pYIz9J3,Sift,spotify:track:4KxeflVzFKHx5g1pYIz9J3,0.151,0.56,0.496,0.822,0.255,-15.984,0.0791,159.977,0.78,27,0,0,0,0,0
Selah.xlsx,10,Firm Foundation,11,153RnWHP4QBupaYoDLefKU,Benediction (As You Go),spotify:track:153RnWHP4QBupaYoDLefKU,0.703,0.2,0.177,0.0000351,0.36,-13.428,0.0343,80.929,0.057,27,0,0,0,0,0
Selah.xlsx,113,You Deliver Me,5,3K3SyJQTwvX4MupDWK59Ib,Standing On The Promises (Medley),spotify:track:3K3SyJQTwvX4MupDWK59Ib,0.379,0.559,0.755,0,0.0732,-5.751,0.034,92.618,0.808,27,0,0,0,0,0
Selah.xlsx,188,Hiding Place,6,4RDn6gWVUpJkMC3iQAOujz,There Is Power In The Blood,spotify:track:4RDn6gWVUpJkMC3iQAOujz,0.0316,0.738,0.808,0,0.126,-6.927,0.046,111.978,0.733,27,0,0,0,0,0
Christy Nockels.xlsx,60,Let It Be Jesus (Live),3,1lkUExmumk1lwLObu8vMQA,Everything Is Mine In You - Live,spotify:track:1lkUExmumk1lwLObu8vMQA,0.254,0.429,0.582,0.00000117,0.726,-5.854,0.0312,77.999,0.123,27,0,0,0,0,0
Christy Nockels.xlsx,74,Into The Glorious,6,5UzPJOz0Pp891DyZKlyD0Q,Waiting Here For You,spotify:track:5UzPJOz0Pp891DyZKlyD0Q,0.706,0.57,0.372,0.000029,0.105,-8.337,0.0288,129.836,0.13,27,0,0,0,0,0
Big Daddy Weave.xlsx,68,Love Come To Life,10,0c6ycONajngTNG7TPTAEKN,Maker of the Wind,spotify:track:0c6ycONajngTNG7TPTAEKN,0.00721,0.533,0.936,0,0.403,-3.694,0.0508,113.956,0.474,27,0,0,0,0,0
Big Daddy Weave.xlsx,81,What Life Would Be Like,1,70KZlDFmyd2OGigiLGwOwd,You Found Me,spotify:track:70KZlDFmyd2OGigiLGwOwd,0.00264,0.526,0.861,0,0.127,-5.739,0.0552,112.18,0.73,27,0,0,0,0,0
Hawk Nelson.xlsx,69,Diamonds,6,1W92Wtjt1oh8d3VsjmiwRL,Thank God For Something,spotify:track:1W92Wtjt1oh8d3VsjmiwRL,0.00185,0.554,0.969,0,0.353,-3.225,0.0962,154.938,0.495,27,0,1,0,0,0
Hawk Nelson.xlsx,242,"Smile, It's The End Of The World",7,3AFs4Me32KT8QtnjSB7USw,Zero,spotify:track:3AFs4Me32KT8QtnjSB7USw,0.0463,0.454,0.735,0,0.114,-6.023,0.0439,168.679,0.393,27,0,0,0,0,0
Audrey Assad.xlsx,0,Peace,1,18izgr5wY2RLBHLLic4sr6,Song for a Winter's Night,spotify:track:18izgr5wY2RLBHLLic4sr6,0.203,0.504,0.531,0.0104,0.105,-9.517,0.0299,80.059,0.335,27,0,0,0,0,0
Audrey Assad.xlsx,2,Peace,3,0lKADxURVH8NNq3YmWQ319,Winter Snow,spotify:track:0lKADxURVH8NNq3YmWQ319,0.987,0.263,0.124,0.00213,0.15,-13.566,0.0363,137.779,0.182,27,0,0,0,0,0
Audrey Assad.xlsx,61,Heart,5,1WbNcO39htHL3QMJh5WGTO,Breaking You,spotify:track:1WbNcO39htHL3QMJh5WGTO,0.904,0.388,0.292,0,0.0967,-8.092,0.0306,118.129,0.231,27,0,0,0,0,1
Audrey Assad.xlsx,67,Heart,11,4EFT2L4tLIKXBe7IkRitK4,Slow,spotify:track:4EFT2L4tLIKXBe7IkRitK4,0.816,0.386,0.328,0.00000454,0.0831,-7.593,0.0281,140.805,0.196,27,0,0,0,0,0
Audrey Assad.xlsx,68,Heart,12,1lS3fvx3rQP4k1TZrOVPcs,New Song,spotify:track:1lS3fvx3rQP4k1TZrOVPcs,0.81,0.516,0.375,0.00112,0.0787,-9.435,0.0315,146.027,0.279,27,0,0,0,0,0
Shane & Shane.xlsx,99,"The Worship Initiative, Vol. 17",10,5SjUOwRpz0l92cBqiVvPRb,Holy Ground,spotify:track:5SjUOwRpz0l92cBqiVvPRb,0.0337,0.275,0.44,0,0.102,-11.483,0.031,143.345,0.128,27,0,0,0,0,0
Shane & Shane.xlsx,198,The Worship Initiative,7,3iLBkEQIgfCJXDqH9fRSi7,Christ Be All Around Me,spotify:track:3iLBkEQIgfCJXDqH9fRSi7,0.0783,0.396,0.638,0,0.0955,-5.796,0.0319,153.89,0.299,27,0,0,0,0,0
Shane & Shane.xlsx,199,The Worship Initiative,8,6APO0BF4pTCFSMYeS1RvH3,You Make Me Brave,spotify:track:6APO0BF4pTCFSMYeS1RvH3,0.00312,0.477,0.72,0,0.1,-4.832,0.0337,137.991,0.273,27,0,0,0,0,0
Shane & Shane.xlsx,226,"The Worship Initiative, Vol. 10",1,19fAnbWCejhUjFCoPI74md,God Is Able,spotify:track:19fAnbWCejhUjFCoPI74md,0.0000342,0.302,0.683,0,0.126,-6.418,0.0327,153.522,0.184,27,0,1,0,0,0
Rend Collective.xlsx,81,As Family We Go,9,63HfeXf1j6WrZCJH387bX9,Just A Glimpse,spotify:track:63HfeXf1j6WrZCJH387bX9,0.00743,0.605,0.707,0.00000258,0.0981,-7.484,0.0317,121.995,0.264,27,0,0,0,0,0
